ObjektID;Erwerbsart;Erwerbsdatum;Titel / Darstellung;Objektname;Datierung;Suchdatum Anfang;Suchdatum Ende;Material / Technik (für Objektbeschriftung);Maße;Beschreibung;Beschriftung(en) / Inschrift(en);Inventarnummer;Andere Nummer;Periode / Epoche / Abschnitt;Vermerke (allgemein);Provenienz / Herkunft / Produktionsort;Literatur / Publikationen;Zustandsbeschreibung (kurz, aktuell);Miturheber;Öffentlich zugänglich;Standort;Texteingabe;Grundstuecksnummer;KG;centroid_lat;centroid_lon;Objektanzahl;Schlagworte
1514970;Grabung;2011;Truhensarkophag mit Akroteriendeckel;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 112 x 45 x 58 cm;"Sarkophag und Deckel sind an den Außenseiten mit flachen Meißeln geglättet, die 'Dachflächen' sind hingegen grobgeglättet. Schrägparallele Linien der Bearbeitung der Spitzmeißel sind in grobem Abstand gesetzt. 
Der Deckel ist bis 23cm hoch: die Deckelleisten sind 10-12 cm hoch, die die Akroterien 23cm hoch. Die Oberseiten der Akroterien sind 10-14cm breit und lang, der First ist 1cm breit. 
Der Kasten ist 33-35 cm hoch. Keine Innenmessung.
Drahtfixierter Fundzettel ""Depot Mühläcker 2011"".";keine;CAR-S-1969;;Mittlere bis späte Kaiserzeit;;;keine;;;0;;;;;;;2;Körperbestattung, Deckel vorhanden, Meißelspuren
1510596;Grabung;2011;Steinkistengrab;;3.-4. Jh. n. Chr.;201;400;Sandstein;232 x 97 x 71;"Das Grab 2 (s. Planfoto) wurde sekundär, leicht nach Westen verschoben an das Ost-West orientierte Grab 1 (CAR-S-1934) angebaut, mit dem es sich die beiden südlichen Steinplatten (FN 6.7 - zu Grab gezählt) teilt. 
Das Grab hat vier eigene Steinplatten unterschiedlicher Größe (FN 1-3.5) , denen an den Ecken und Unterkanten Reste einer teils rotbemalten Mörtelschicht anhaften (auch FN 4). Die sekundär verwendete, südliche Steinplatte (FN 1) ist auf geweißtem Untergrund mit einfachen dunkelroten Ornamenten bemalt. Reste eines weißen Innenverputzes sind in den Ecken erhalten. Das wohl beraubte Grab enthielt zahlreiche Knochen einer erwachsenen Person.";"""'-""";CAR-S-1935;16111.11.01;spätantik;Es wurden bei den Maßen jeweils die größten Werte genommen.;;M. Krenn - M. Hinterwallner, FÖ 50, 2011, 252 f.;Das mehrteilige Steinkistengrab (Grab 2 mit 7 Fundnummern) ist zusammen mit Grab 1 (CAR-S-1934) nach Zwischenstationen in St. Pölten und Depot Carnuntum seit 2020 im Heimatmuseum Guntramsdorf im Rathaus der Marktgemeinde ausgestellt.;;0;Leihgabe;Guntramsdorf;;;;;7;Steinkistengrab, Malerei/Dekor, Beraubt, Beigaben, Spätantik
1515054;(not assigned);;Sarkophag Bruchstück;;2.-4. Jh. n. Chr.;151;400;;;Längeres Bruchstück unbekannter Herkunft. Dicke 15-18cm.;keine;CAR-S-1996;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;;;;0;;;;;;;1;Körperbestattung (Fragment)
1515055;(not assigned);;Sarkophagdeckel Bruchstück;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 76 x 54 x 24 cm;Mittelgrob geglättetes Deckelfragment. Zwei der Außenkanten auf 76cm und 54 cm Länge erhalten. Kürzere Bruchkanten sind 30, 69 und 30 cm lang.;;CAR-S-1997;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Deckel
1515056;(not assigned);;Sarkophag mit Kopfpolster für eine Kinderbestattung;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 98 x 59 x 53 cm;"Der kleine Sarkophag, der mit der Kopferhöhung für eine Kinderbestattung vorgesehen war, ist an den Außenseiten teils mittel, teils grob geglättet. Die Oberseiten sind hingegen deutlich sorgfältiger geglättet, sichtbar sind die schrägparallel gezogenen Bahnen des schmalen Flachmeißels. Gröber sind die Innenseiten und der Boden.
Maße: an den Langseiten 95 bzw. 98 cm, an den Schmalseiten im oberen Bereich 55 bzw. 59 cm lang, an der Unterkante bis zu 66cm lang. Wandungen sind an den Langseiten 7-9 cm, an den Schmalseiten im Westen 10-11cm, im Osten 9 cm. Das bis zu 4cm hohe Kopfpolster ist bis zur Kante  10 cm und bis zum Innenboden weitere 12 cm lang.";keine;CAR-S-1998;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;;;;0;;;;;;;1;Körperbestattung, Kindbestattung, Kopfpolster, Meißelspuren
1515057;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 118 x 97 x 17 cm;"In zwei Deckelfragmente zerbrochener Sarkophagdeckel. 
Obere Platte: Langseiten 100 bzw. 94cm, und 123 bzw. 100cm
Untere Platte: Langseiten 118, und 100 bzw. 97 cm.
";keine;CAR-S-1999;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;;Die Plattenteile liegen übereinander gestapelt.;;0;;;;;;;2;Deckel
1515208;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2020;;Mittlere bis späte Kaiserzeit;;;;Die Deckelplatte liegt über CAR-S-2021.;;0;;;;;;;1;Deckel
1476598;Grabung;2011-06-10;Aschenkiste / Ossuarium;;3. Jh. n. Chr.;201;300;Sandstein;;"Die ungestörten Gräber 33 und 34 auf dem Grundstück Thurkowitsch wurden dicht beieinander im Inneren des 3,3 x 3,45m messenden Grabbaues 8b aufgedeckt, der in einem NO-SW orientierten Gräberfeld nördlich der antiken Straße stand. An den Außenseiten ist das rechteckige Ossuarium nur grob mit schräg-parallel gezogenen Flacheisenbahnen behauen. Einen merklich höheren Grad an Glättung haben die Oberkanten der Wandung erfahren, von der an einzelnen Stellen noch die Zahneisenrillen zu erkennen sind. An den Innenwänden wurden die Spuren der in parallelen Bögen schräg gezogenen Spitzeisenhiebe nur unvollständig durch die Glättung mit dem Flacheisen beseitigt. Auf dem Boden haben die Steinmetze sich wiederum des Zahneisens bedient, wenn auch gröber als an der Oberkante.
Fundnummer Abdeckplatten von Grab 33 und 34: FN 096/2011

Im Inneren fand sich eine größere Menge an Leichenbrand, 1 Eisennadel, 1 Schlüssel (FN 116/2011), 1 Silberring, 1 goldenes Schmuckteil, 1 Eisenblech (FN 114/2011), 3 Glasfragmente, Fragmente eines elfenbeinernen(?) Armreifs (FN 115/2011) und 1 Firmallampe. Weitere Fundnummern des Inventar: FN 100/2011, 105/2011";;CAR-S-1926;FN 105/2011;;"Langseiten Länge: 76cm (Nord), 81 cm (Süd)
Schmalseiten Breite: 37cm (West), 30 cm (Ost)
Schmalseiten Höhe: 27cm (West), 30 cm (Ost)
Wandstärke: Langseiten 4-5 cm, Schmalseiten 5 cm
Lichte Länge an Oberkante 70 cm. -  Lichte Breite an Oberkante 25cm.";;"A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M- Fenik - B. Reindl, FÖ 50, 2011, 284-286 Abb. 41 (Bau 8b auf Grabungsplan) (ed.pr.); A. Konecny, Ein Gräberfeld in Petronell-Carnuntum, Acta Carnuntina 2/1/2012, 22-27 Abb. 1. 8. 9; A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M- Fenik - B. Reindl, Ein Nekropolenbefund am Südrand von Carnuntum. Die Grabung Thurkowitsch, CarnuntumJb 2013, 157-159. 161-162 Taf. LXXXIX Abb. 2; C Abb. 26.27; CIV Abb. 36-38; A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M. Fenik - B. Reindl, Ein Nekropolenbefund an der südlichen Peripherie von Carnuntum, in: E. Trinkl (Hrsg.), Akten des 14. Österreichischen Archäologentags am Institut für Archäologie der Universität Graz vom 19. bis 21. April 2012 (Wien 2014) 114-122";Standort: sog. Steinzelt / Neuer Grund. In zwei anpassenden Teilen zerbrochen auf einer Palette gelagert.;;0;;Petronell-Carnuntum;;;;;1;Brandbestattung, Beigaben, Meißelspuren, Mehrfachbestattung (Grab 33+34)
1476609;Grabung;2011-06-10;Aschenkiste / Ossuarium;;3. Jh. n. Chr.;201;300;Sandstein;;"Die ungestörten Gräber 33 und 34 auf dem Grundstück Thurkowitsch wurden dicht beieinander im Inneren des 3,3 x 3,45m messenden Grabbaues 8b aufgedeckt, der in einem NO-SW orientierten Gräberfeld nördlich der antiken Straße stand. An den Außenseiten ist das rechteckige Ossuarium nur grob mit schräg-parallel gezogenen Flacheisenbahnen behauen, die teils im rechten Winkel aufeinandertreffen. Die 'Nordlangseite' (Lage im Depot) zeigt an der oberen Kante einen dünnen, aber deutlichen Randschlag.
 Einen merklich höheren Grad an Glättung haben die Oberkanten der Wandung erfahren. An den Innenwänden wurden die Spuren der in parallelen Bögen schräg gezogenen Spitzeisenhiebe nur unvollständig durch die Glättung mit dem Flacheisen beseitigt. Auf dem Boden sieht man noch deutlich den Einsatz gröberer Spitzeisen.
Fundnummer Abdeckplatten von Grab 33 und 34: FN 096/2011

Im Inneren fand sich eine größere Menge an Leichenbrand,
ferner 1 ganzer RGK-Topf, ein Goldring (FN 110/2011), 2 Silberblättchen, 1 silberne Nadeldose (FN 112/2011), eiserne Nagelfragmente (FN 111/2011), Fragmente von 2 Glasbalsamaren (FN 113/2011), 1 theriomorphes Rhyton samt den Skeletten von 9 Mäusen (FN 113/2011) aus dem RGK-Topf, 2 Firmallampen FORTIS, 1 Bernsteinring (FN 110/2011).
Weitere Fundnummern Inventar: FN 068/2011, 104/2011, 124/2011";;CAR-S-1927;FN 104/2011;;"Langseiten Länge: 73 cm (Nord), 69 cm (Süd)
Schmalseiten Breite: 42 cm (West), 44 cm (Ost)
Schmalseiten Höhe: 29 cm (West), 27 cm (Ost)
Wandstärke: Langseiten 7-8 cm, Schmalseiten 8-9 cm 
Lichte Länge an Oberkante 54 cm. -  Lichte Breite an Oberkante";;"A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M- Fenik - B. Reindl, FÖ 50, 2011, 284-286 Abb. 41 (Bau 8b auf Grabungsplan) (ed.pr.); A. Konecny, Ein Gräberfeld in Petronell-Carnuntum, Acta Carnuntina 2/1/2012, 22-27 Abb. 1. 8. 9; A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M- Fenik - B. Reindl, Ein Nekropolenbefund am Südrand von Carnuntum. Die Grabung Thurkowitsch, CarnuntumJb 2013, 157-159. 161-162 Taf. LXXXIX Abb. 2; Taf. C Abb. 26.27; Taf. CV Abb. 39-41; Taf. CVI Abb. 42-44; A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M. Fenik - B. Reindl, Ein Nekropolenbefund an der südlichen Peripherie von Carnuntum, in: E. Trinkl (Hrsg.), Akten des 14. Österreichischen Archäologentags am Institut für Archäologie der Universität Graz vom 19. bis 21. April 2012 (Wien 2014) 114-122";Standort: sog. Steinzelt / Neuer Grund;;0;;Petronell-Carnuntum;;;;;1;Brandbestattung, Beigaben (Gold/Silber), Meißelspuren, Mehrfachbestattung
1476614;Grabung;2011-06-17;Sarkophagdeckel;;3. Jh. n. Chr.;201;300;Sandstein;;Die grob geglättete, oblonge Sarkophagplatte wurde dem aufliegenden Zettel zufolge bei der Grabung auf dem Grundstück Thurkowitsch im Mai - Juni 2011 geborgen.;;CAR-S-1928;05109.11.04;;;;Nicht in den Publikationen zur Grabung (s. CAR-S-1925-1927) erwähnt;"Geringe Beschädigungen an den Ecken.
Standort: sog. Steinzelt / Neuer Grund";;0;;Petronell-Carnuntum;;;;;1;Deckel
1514948;Grabung;2011-10-04;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 76 x 50 x 18 cm;Der zugehörige Sarkophag (CAR-S-1957) enthielt eine Kinderbestattung (Grab 4). Die Seiten sind in parallelen Meißelbahnen grob behauen, die Oberseite ist mit dem Flachmeißel geglättet. Der Sarkophag ist 15-18cm dick. Die Langseiten des unvollständig erhaltenen Deckels sind noch 76cm und 63cm lang, in der Mitte noch max. 100cm. Die NW-Ecke ist ausgebrochen.;keine;CAR-S-1958;M05109.11.06;Mittlere bis späte Kaiserzeit;Der Deckel und der zugehörige Sarkophag (CAR-S-1957) wurden bei einer Grabungsmaßnahme (Juli-Oktober 2011) vor der Errichtung eines Wohnhauses in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört (s. auch FÖ 51, 20;;M. Raab, FÖ 50, 2011, 286;;;0;;Carnuntum;;;;;1;Deckel, Meißelspuren, Kindbestattung (Zugehörigkeit)
1515209;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2021;;Mittlere bis späte Kaiserzeit;;;;Die Deckelplatte liegt unter CAR-S-2020.;;0;;;;;;;1;Deckel
1515210;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2022;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Deckel
1515211;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2023;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Deckel
1515212;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2024;;Mittlere bis späte Kaiserzeit;"Von Levicka als Nr. I aufgenommen. Sie identifiziert den Deckel mit Inv.-Nr. 4197 -""Sarkophag mit Deckel, gebrochen""  (L 245 x B 103 x H 70 cm), wobei alle Maßangaben deutlich differieren.";;;;;0;;;;;;;1;Deckel
1515216;Schenkung;2008;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2026;22693;Mittlere bis späte Kaiserzeit;"Fundzettel liegt fälschlich im Sarkophag CAR-S-20##- 
Zur Gräberfeld: R. Igl, Das römische Gräberfeld Carnuntum ""Bernsteinstraße, Acta Carnuntina 7/2/2017, 3. 8-11 Abb. 2";;;;;0;;Petronell-Carnuntum, Gst. 832/1;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515217;(not assigned);2008;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;In zwei anpassende Fragmente zerbrochener Sarkophag;keine;CAR-S-2027;22693;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515219;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2029;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515220;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2030;4197;Mittlere bis späte Kaiserzeit;Von Levicka (Nr. 3) mit Inv.-Nr. 4197 zurecht identifiziert.;;Archiv: s. Photosammlung III, Museum;Beiliegendes Fundfoto nicht zugehörig.;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515221;(not assigned);;Sarkophag;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2031;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung
1515222;(not assigned);;Sarkophag mit rundem Kopfende und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2032;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1514935;Grabung;2011-10-05;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 125 x 62 x 40 x 10 cm;"Der Sarkophag enthielt eine Kinderbestattung. Die Außenseiten sind nur grob behauen, Oberkanten sind geglättet. Die Schmalseiten sind 58 cm und 62cm breit. 
Das Kopfpolster ist 15cm bis zur kaum wahrnehmbaren Kante + 11cm bis Innenboden breit. Weil der Deckel aufliegt, konnte der Innenbereich nicht vermessen werden.";keine;CAR-S-1957;M05109.11.06;Mittlere bis späte Kaiserzeit;Der Sarkophag und der zugehörige Deckel (CAR-S-1958) wurden bei einer Grabungsmaßnahme (Juli-Oktober 2011) vor der Errichtung eines Wohnhauses in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört (s. auch FÖ 51, 20;;M. Raab, FÖ 50, 2011, 286;;;0;;Carnuntum;;;;;1;Körperbestattung, Kindbestattung, Kopfpolster, Deckel vorhanden, Meißelspuren
1515223;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2033;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515224;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2034;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515225;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2035;;Mittlere bis späte Kaiserzeit;Von Levicka als Nr. 8 aufgenommen, daher vor 2008 in das Steinzelt transferiert. Sie identifiziert den Sarkophag mit der alten Inv.-Nr. 4416.;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515226;(not assigned);;Sarkophag Bodenfragmente;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2036;22693/3b;Mittlere bis späte Kaiserzeit;;;;;;0;;Petronell-Carnuntum, Gst. 832/1;;;;;1;Körperbestattung (Fragment)
1515227;(not assigned);2008-10-20;Sarkophag Bodenfragmente;;2.-4. Jh. n. Chr.;151;400;;;Zwei Bodenfragmente;keine;CAR-S-2037;22693/3c-d;Mittlere bis späte Kaiserzeit;;;;;;0;;Carnuntum;;;;;1;Körperbestattung (Fragment)
1515228;Schenkung;2008-10-28;Sarkophag Fragment;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2038;22693/4c;Mittlere bis späte Kaiserzeit;;;;;;0;;Carnuntum;;;;;1;Körperbestattung (Fragment)
1515229;Schenkung;2008-10-28;Sarkophag Fragment;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2039;;Mittlere bis späte Kaiserzeit;;;;;;0;;Petronell-Carnuntum, Gst. 832/1;;;;;1;Körperbestattung (Fragment)
1515230;Schenkung;2008-04-23;Sarkophag Fragmente;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2040;22693/6a-f;Mittlere bis späte Kaiserzeit;;;;;;0;;Petronell-Carnuntum, Gst. 832/1;;;;;1;Körperbestattung (Fragment)
1515231;Schenkung;2018;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2041;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;;;;0;;Petronell-Carnuntum, Gst. 832/10;;;;;1;Körperbestattung, Kopfpolster
1514960;Grabung;2012-05-16;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;"Der Deckel ist grobgeglättet. Die Langseiten sind 95 cm und 97 cm lang, die Schmalseiten sind 45cm und 49cm breit. Die Dicke variiert zwischen 16 und 18 cm. ";keine;CAR-S-1959;M05109.12.02;Mittlere bis späte Kaiserzeit;Der Deckel und der zugehörige Sarkophag (1114 SSK) wurden bei einer Grabungsmaßnahme (März-Mai 2012) vor der Errichtung von Wohnhäusern auf drei Parzellen in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die D;;R. Igl, FÖ 51, 2012, 211;vollständig, aber in zwei anpassende Teile zerbrochen;;0;;Carnuntum;;;;;1;Deckel, Meißelspuren
1515232;(not assigned);;Sarkophagdeckel Fragment;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2042;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Deckel
1515233;(not assigned);;Sarkophag mit Kopfnische für eine Kinderbestattung;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2043;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kindbestattung, Kopfnische
1515218;(not assigned);;Sarkophag der Claudia Ursa / Sarkophag mit Doppelnische und Kopfpolster;;;;;;;;;CAR-S-2028;;;;;CSIR 213;;;0;;Carnuntum;;;;;1;Körperbestattung, Frau, Doppelkopfnische, Kopfpolster
1515234;(not assigned);;Sarkophagdeckel / Akroteriendeckel eines Truhensarkophags;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2044;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;2;Deckel, Reliefs/Dekor (Akroterien)
1515237;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2047;4187?;Mittlere bis späte Kaiserzeit;Levicka identifiziert den Sarkophag mit der alten Inv.-Nr. 4187.;;;;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515235;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2045;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515236;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2046;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515238;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2048;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515239;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2049;;Mittlere bis späte Kaiserzeit;Levicka identifiziert den Sarkophag mit der alten Inv.-Nr. 4186, bei der Grabung 1955 für das neue Schulgebäude aufgedeckt.;;;;;0;;Carnuntum;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515240;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2050;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515241;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2051;4191?;Mittlere bis späte Kaiserzeit;Levicka identifiziert den Sarkophag mit der alten Inv.-Nr. 4191, bei der Grabung 1956 in der Gräberstraße aufgedeckt.;;;;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515242;(not assigned);;Sarkophag mit Deckel;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2052;4194;Mittlere bis späte Kaiserzeit;Levicka identifiziert den Sarkophag und seinen Deckel mit der alten Inv.-Nr. 4194.;;;;;0;;;;;;;2;Körperbestattung, Deckel vorhanden
1515243;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2053;4195;Mittlere bis späte Kaiserzeit;Levicka identifiziert den Sarkophag mit der alten Inv.-Nr. 4195.;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515244;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2054;;Mittlere bis späte Kaiserzeit;Levicka identifiziert den Sarkophag mit der alten Inv.-Nr. 4189, bei der Grabung 1955 für das neue Schulgebäude aufgedeckt.;;;;;0;;Petronell-Carnuntum, Schule?;;;;;1;Körperbestattung, Kopfpolster
1515245;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2055;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515247;(not assigned);;Sarkophag Fragmente;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2057;;Mittlere bis späte Kaiserzeit;"Vielleicht ein Teil des Komplexes von Sarkophagen, die 2008 dem Museum geschenkt wurden: in dem Fall wäre es 22717/e.
siehe CAR-S-1979. 1980. 1981 etc.";;;;;0;;;;;;;8;Körperbestattung (Fragment)
1515248;(not assigned);;Sarkophag Deckelfragmente;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2058;;Mittlere bis späte Kaiserzeit;Die beiden Bruchstücke gehören mit Blick auf Material und Maße vermutlich zu CAR-S-2027.;;;;;0;;;;;;;2;Deckel
1515249;(not assigned);;Sarkophag Fragment;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2059;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung (Fragment)
1515250;(not assigned);;Sarkophagdeckel Fragmente;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2060;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;2;Deckel
1515251;Schenkung;2008;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2061;22689;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;6;Körperbestattung, Kopfpolster
1515252;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2062;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar. Das Bruchstück könnte mit Blick auf Material und Maße vermutlich zu Sarkophag CAR-S-2063 gehören.;;;;;0;;;;;;;1;Deckel
1515253;(not assigned);;Sarkophag für eine Kinderbestattung;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2063;;Mittlere bis späte Kaiserzeit;Das Bruchstück könnte mit Blick auf Material und Maße vermutlich zu Sarkophagdeckel CAR-S-2062 gehören. Die aufliegende Platte CAR-S-2064 ist in Maßen und Material deutlich different.;;;;;0;;;;;;;1;Körperbestattung, Kindbestattung
1515254;(not assigned);;Sarkophagdeckel?;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2064;;Mittlere bis späte Kaiserzeit;Die Platte CAR-S-2064 ist in Maßen und Material deutlich different von Sarkophag CAR-S-2063.;;;;;0;;;;;;;1;Deckel
1515255;Ankauf;1975;Sarkophag mit weiblicher Mumie;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2065;4192;Mittlere bis späte Kaiserzeit;;;;;;0;;Petronell-Carnuntum, Schwarzes Tor;;;;;1;Körperbestattung, Frau, Mumie, In Situ
1515256;(not assigned);;Sarkophag;;2.-4. Jh. n. Chr.;151;400;;;Sarkophag mit Loch im wannenförmigen Loch;keine;CAR-S-2066;4233;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung
1515257;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2067;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515258;Ankauf;;Sarkophag mit Doppelkopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2068;;Mittlere bis späte Kaiserzeit;;;;;;0;;Carnuntum;;;;;1;Körperbestattung, Doppelkopfnische, Kopfpolster
1515259;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster samt Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2069;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;2;Körperbestattung, Kopfnische, Kopfpolster, Deckel vorhanden
1515260;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2070;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
